Data Type;HTS Number;Year;Month;Description;Quantity Description;General First Unit of Quantity;Suppressed
General First Unit of Quantity;4011;2016;7;NEW PNEUMATIC TIRES, OF RUBBER;number;19968712.00;0.00
General First Unit of Quantity;4011;2017;7;NEW PNEUMATIC TIRES, OF RUBBER;number;20258136.00;0.00
General First Unit of Quantity;4011;2018;7;NEW PNEUMATIC TIRES, OF RUBBER;number;20393531.00;0.00
General First Unit of Quantity;4011;2019;7;NEW PNEUMATIC TIRES, OF RUBBER;number;21988394.00;0.00
General First Unit of Quantity;4011;2020;7;NEW PNEUMATIC TIRES, OF RUBBER;number;18133384.00;0.00
General First Unit of Quantity;4011;2021;7;NEW PNEUMATIC TIRES, OF RUBBER;number;22264220.00;0.00
General First Unit of Quantity;4011;2022;7;NEW PNEUMATIC TIRES, OF RUBBER;number;24343844.00;0.00
General First Unit of Quantity;4011;2023;7;NEW PNEUMATIC TIRES, OF RUBBER;number;21478073.00;0.00
General First Unit of Quantity;4011;2024;7;NEW PNEUMATIC TIRES, OF RUBBER;number;23132190.00;0.00
General First Unit of Quantity;4011;2025;7;NEW PNEUMATIC TIRES, OF RUBBER;number;25628056.00;0.00
General First Unit of Quantity;4011;1989;8;NEW PNEUMATIC TIRES, OF RUBBER;number;7322414.00;0.00
General First Unit of Quantity;4011;1990;8;NEW PNEUMATIC TIRES, OF RUBBER;number;6632974.00;0.00
General First Unit of Quantity;4011;1991;8;NEW PNEUMATIC TIRES, OF RUBBER;number;9002189.00;0.00
General First Unit of Quantity;4011;1992;8;NEW PNEUMATIC TIRES, OF RUBBER;number;7845295.00;0.00
General First Unit of Quantity;4011;1993;8;NEW PNEUMATIC TIRES, OF RUBBER;number;8223314.00;0.00
General First Unit of Quantity;4011;1994;8;NEW PNEUMATIC TIRES, OF RUBBER;number;10982572.00;0.00
General First Unit of Quantity;4011;1995;8;NEW PNEUMATIC TIRES, OF RUBBER;number;10352545.00;0.00
General First Unit of Quantity;4011;1996;8;NEW PNEUMATIC TIRES, OF RUBBER;number;8546660.00;0.00
General First Unit of Quantity;4011;1997;8;NEW PNEUMATIC TIRES, OF RUBBER;number;11210435.00;0.00
General First Unit of Quantity;4011;1998;8;NEW PNEUMATIC TIRES, OF RUBBER;number;9660695.00;0.00
General First Unit of Quantity;4011;1999;8;NEW PNEUMATIC TIRES, OF RUBBER;number;11021746.00;0.00
General First Unit of Quantity;4011;2000;8;NEW PNEUMATIC TIRES, OF RUBBER;number;12164012.00;0.00
General First Unit of Quantity;4011;2001;8;NEW PNEUMATIC TIRES, OF RUBBER;number;10500547.00;0.00
General First Unit of Quantity;4011;2002;8;NEW PNEUMATIC TIRES, OF RUBBER;number;12375656.00;0.00
General First Unit of Quantity;4011;2003;8;NEW PNEUMATIC TIRES, OF RUBBER;number;11803005.00;0.00
General First Unit of Quantity;4011;2004;8;NEW PNEUMATIC TIRES, OF RUBBER;number;14393169.00;0.00
General First Unit of Quantity;4011;2005;8;NEW PNEUMATIC TIRES, OF RUBBER;number;15541389.00;0.00
General First Unit of Quantity;4011;2006;8;NEW PNEUMATIC TIRES, OF RUBBER;number;16288636.00;0.00
General First Unit of Quantity;4011;2007;8;NEW PNEUMATIC TIRES, OF RUBBER;number;16246864.00;0.00
General First Unit of Quantity;4011;2008;8;NEW PNEUMATIC TIRES, OF RUBBER;number;15264213.00;0.00
General First Unit of Quantity;4011;2009;8;NEW PNEUMATIC TIRES, OF RUBBER;number;15239032.00;0.00
General First Unit of Quantity;4011;2010;8;NEW PNEUMATIC TIRES, OF RUBBER;number;18238893.00;0.00
General First Unit of Quantity;4011;2011;8;NEW PNEUMATIC TIRES, OF RUBBER;number;17495792.00;0.00
General First Unit of Quantity;4011;2012;8;NEW PNEUMATIC TIRES, OF RUBBER;number;16155070.00;0.00
General First Unit of Quantity;4011;2013;8;NEW PNEUMATIC TIRES, OF RUBBER;number;20366246.00;0.00
General First Unit of Quantity;4011;2014;8;NEW PNEUMATIC TIRES, OF RUBBER;number;20712328.00;0.00
General First Unit of Quantity;4011;2015;8;NEW PNEUMATIC TIRES, OF RUBBER;number;20244135.00;0.00
General First Unit of Quantity;4011;2016;8;NEW PNEUMATIC TIRES, OF RUBBER;number;21305460.00;0.00
General First Unit of Quantity;4011;2017;8;NEW PNEUMATIC TIRES, OF RUBBER;number;20591949.00;0.00
General First Unit of Quantity;4011;2018;8;NEW PNEUMATIC TIRES, OF RUBBER;number;20378112.00;0.00
General First Unit of Quantity;4011;2019;8;NEW PNEUMATIC TIRES, OF RUBBER;number;21287689.00;0.00
General First Unit of Quantity;4011;2020;8;NEW PNEUMATIC TIRES, OF RUBBER;number;22515381.00;0.00
General First Unit of Quantity;4011;2021;8;NEW PNEUMATIC TIRES, OF RUBBER;number;23464719.00;0.00
General First Unit of Quantity;4011;2022;8;NEW PNEUMATIC TIRES, OF RUBBER;number;25142511.00;0.00
General First Unit of Quantity;4011;2023;8;NEW PNEUMATIC TIRES, OF RUBBER;number;22507143.00;0.00
General First Unit of Quantity;4011;2024;8;NEW PNEUMATIC TIRES, OF RUBBER;number;22689608.00;0.00
General First Unit of Quantity;4011;2025;8;NEW PNEUMATIC TIRES, OF RUBBER;number;25013846.00;0.00
General First Unit of Quantity;4011;1989;9;NEW PNEUMATIC TIRES, OF RUBBER;number;6228875.00;0.00
General First Unit of Quantity;4011;1990;9;NEW PNEUMATIC TIRES, OF RUBBER;number;6111446.00;0.00
General First Unit of Quantity;4011;1991;9;NEW PNEUMATIC TIRES, OF RUBBER;number;8229895.00;0.00
General First Unit of Quantity;4011;1992;9;NEW PNEUMATIC TIRES, OF RUBBER;number;7038786.00;0.00
General First Unit of Quantity;4011;1993;9;NEW PNEUMATIC TIRES, OF RUBBER;number;8214337.00;0.00
General First Unit of Quantity;4011;1994;9;NEW PNEUMATIC TIRES, OF RUBBER;number;9949123.00;0.00
General First Unit of Quantity;4011;1995;9;NEW PNEUMATIC TIRES, OF RUBBER;number;8819130.00;0.00
General First Unit of Quantity;4011;1996;9;NEW PNEUMATIC TIRES, OF RUBBER;number;9525023.00;0.00
General First Unit of Quantity;4011;1997;9;NEW PNEUMATIC TIRES, OF RUBBER;number;10889657.00;0.00
General First Unit of Quantity;4011;1998;9;NEW PNEUMATIC TIRES, OF RUBBER;number;10213411.00;0.00
General First Unit of Quantity;4011;1999;9;NEW PNEUMATIC TIRES, OF RUBBER;number;11119023.00;0.00
General First Unit of Quantity;4011;2000;9;NEW PNEUMATIC TIRES, OF RUBBER;number;10823805.00;0.00
General First Unit of Quantity;4011;2001;9;NEW PNEUMATIC TIRES, OF RUBBER;number;9587705.00;0.00
General First Unit of Quantity;4011;2002;9;NEW PNEUMATIC TIRES, OF RUBBER;number;11540746.00;0.00
General First Unit of Quantity;4011;2003;9;NEW PNEUMATIC TIRES, OF RUBBER;number;12183519.00;0.00
General First Unit of Quantity;4011;2004;9;NEW PNEUMATIC TIRES, OF RUBBER;number;13781761.00;0.00
General First Unit of Quantity;4011;2005;9;NEW PNEUMATIC TIRES, OF RUBBER;number;13780706.00;0.00
General First Unit of Quantity;4011;2006;9;NEW PNEUMATIC TIRES, OF RUBBER;number;14124555.00;0.00
General First Unit of Quantity;4011;2007;9;NEW PNEUMATIC TIRES, OF RUBBER;number;15720203.00;0.00
General First Unit of Quantity;4011;2008;9;NEW PNEUMATIC TIRES, OF RUBBER;number;15883081.00;0.00
General First Unit of Quantity;4011;2009;9;NEW PNEUMATIC TIRES, OF RUBBER;number;15163541.00;0.00
General First Unit of Quantity;4011;2010;9;NEW PNEUMATIC TIRES, OF RUBBER;number;17363508.00;0.00
General First Unit of Quantity;4011;2011;9;NEW PNEUMATIC TIRES, OF RUBBER;number;15134580.00;0.00
General First Unit of Quantity;4011;2012;9;NEW PNEUMATIC TIRES, OF RUBBER;number;15356553.00;0.00
General First Unit of Quantity;4011;2013;9;NEW PNEUMATIC TIRES, OF RUBBER;number;18854396.00;0.00
General First Unit of Quantity;4011;2014;9;NEW PNEUMATIC TIRES, OF RUBBER;number;20374272.00;0.00
General First Unit of Quantity;4011;2015;9;NEW PNEUMATIC TIRES, OF RUBBER;number;19990633.00;0.00
General First Unit of Quantity;4011;2016;9;NEW PNEUMATIC TIRES, OF RUBBER;number;17699064.00;0.00
General First Unit of Quantity;4011;2017;9;NEW PNEUMATIC TIRES, OF RUBBER;number;18653448.00;0.00
General First Unit of Quantity;4011;2018;9;NEW PNEUMATIC TIRES, OF RUBBER;number;18238711.00;0.00
General First Unit of Quantity;4011;2019;9;NEW PNEUMATIC TIRES, OF RUBBER;number;19801549.00;0.00
General First Unit of Quantity;4011;2020;9;NEW PNEUMATIC TIRES, OF RUBBER;number;23958541.00;0.00
General First Unit of Quantity;4011;2021;9;NEW PNEUMATIC TIRES, OF RUBBER;number;22222247.00;0.00
General First Unit of Quantity;4011;2022;9;NEW PNEUMATIC TIRES, OF RUBBER;number;21597716.00;0.00
General First Unit of Quantity;4011;2023;9;NEW PNEUMATIC TIRES, OF RUBBER;number;22190065.00;0.00
General First Unit of Quantity;4011;2024;9;NEW PNEUMATIC TIRES, OF RUBBER;number;23888584.00;0.00
General First Unit of Quantity;4011;2025;9;NEW PNEUMATIC TIRES, OF RUBBER;number;23447815.00;0.00
General First Unit of Quantity;4011;1989;10;NEW PNEUMATIC TIRES, OF RUBBER;number;7732439.00;0.00
General First Unit of Quantity;4011;1990;10;NEW PNEUMATIC TIRES, OF RUBBER;number;6328037.00;0.00
General First Unit of Quantity;4011;1990;10;NEW PNEUMATIC TIRES, OF RUBBER;number;0.00;1.00
General First Unit of Quantity;4011;1991;10;NEW PNEUMATIC TIRES, OF RUBBER;number;7979314.00;0.00
General First Unit of Quantity;4011;1992;10;NEW PNEUMATIC TIRES, OF RUBBER;number;7949740.00;0.00
General First Unit of Quantity;4011;1993;10;NEW PNEUMATIC TIRES, OF RUBBER;number;8152559.00;0.00
General First Unit of Quantity;4011;1994;10;NEW PNEUMATIC TIRES, OF RUBBER;number;10539579.00;0.00
General First Unit of Quantity;4011;1995;10;NEW PNEUMATIC TIRES, OF RUBBER;number;8717375.00;0.00
General First Unit of Quantity;4011;1996;10;NEW PNEUMATIC TIRES, OF RUBBER;number;10509435.00;0.00
General First Unit of Quantity;4011;1997;10;NEW PNEUMATIC TIRES, OF RUBBER;number;11522516.00;0.00
General First Unit of Quantity;4011;1998;10;NEW PNEUMATIC TIRES, OF RUBBER;number;10150873.00;0.00
General First Unit of Quantity;4011;1999;10;NEW PNEUMATIC TIRES, OF RUBBER;number;11450754.00;0.00
General First Unit of Quantity;4011;2000;10;NEW PNEUMATIC TIRES, OF RUBBER;number;11309064.00;0.00
General First Unit of Quantity;4011;2001;10;NEW PNEUMATIC TIRES, OF RUBBER;number;10277511.00;0.00
General First Unit of Quantity;4011;2002;10;NEW PNEUMATIC TIRES, OF RUBBER;number;11017839.00;0.00
General First Unit of Quantity;4011;2003;10;NEW PNEUMATIC TIRES, OF RUBBER;number;12053963.00;0.00
General First Unit of Quantity;4011;2004;10;NEW PNEUMATIC TIRES, OF RUBBER;number;14123433.00;0.00
General First Unit of Quantity;4011;2005;10;NEW PNEUMATIC TIRES, OF RUBBER;number;14757754.00;0.00
General First Unit of Quantity;4011;2006;10;NEW PNEUMATIC TIRES, OF RUBBER;number;15650415.00;0.00
General First Unit of Quantity;4011;2007;10;NEW PNEUMATIC TIRES, OF RUBBER;number;16596220.00;0.00
General First Unit of Quantity;4011;2008;10;NEW PNEUMATIC TIRES, OF RUBBER;number;15742667.00;0.00
General First Unit of Quantity;4011;2009;10;NEW PNEUMATIC TIRES, OF RUBBER;number;12366832.00;0.00
General First Unit of Quantity;4011;2010;10;NEW PNEUMATIC TIRES, OF RUBBER;number;16899973.00;0.00
General First Unit of Quantity;4011;2011;10;NEW PNEUMATIC TIRES, OF RUBBER;number;14947934.00;0.00
General First Unit of Quantity;4011;2012;10;NEW PNEUMATIC TIRES, OF RUBBER;number;17677748.00;0.00
General First Unit of Quantity;4011;2013;10;NEW PNEUMATIC TIRES, OF RUBBER;number;19080990.00;0.00
General First Unit of Quantity;4011;2014;10;NEW PNEUMATIC TIRES, OF RUBBER;number;20814604.00;0.00
General First Unit of Quantity;4011;2015;10;NEW PNEUMATIC TIRES, OF RUBBER;number;19502003.00;0.00
General First Unit of Quantity;4011;2016;10;NEW PNEUMATIC TIRES, OF RUBBER;number;18325703.00;0.00
General First Unit of Quantity;4011;2017;10;NEW PNEUMATIC TIRES, OF RUBBER;number;19442432.00;0.00
General First Unit of Quantity;4011;2018;10;NEW PNEUMATIC TIRES, OF RUBBER;number;21955284.00;0.00
General First Unit of Quantity;4011;2019;10;NEW PNEUMATIC TIRES, OF RUBBER;number;21946547.00;0.00
General First Unit of Quantity;4011;2020;10;NEW PNEUMATIC TIRES, OF RUBBER;number;24912569.00;0.00
General First Unit of Quantity;4011;2021;10;NEW PNEUMATIC TIRES, OF RUBBER;number;22752683.00;0.00
General First Unit of Quantity;4011;2022;10;NEW PNEUMATIC TIRES, OF RUBBER;number;21548210.00;0.00
General First Unit of Quantity;4011;2023;10;NEW PNEUMATIC TIRES, OF RUBBER;number;24757825.00;0.00
General First Unit of Quantity;4011;2024;10;NEW PNEUMATIC TIRES, OF RUBBER;number;23642292.00;0.00
General First Unit of Quantity;4011;2025;10;NEW PNEUMATIC TIRES, OF RUBBER;number;22865626.00;0.00
General First Unit of Quantity;4011;1989;11;NEW PNEUMATIC TIRES, OF RUBBER;number;7533118.00;0.00
General First Unit of Quantity;4011;1990;11;NEW PNEUMATIC TIRES, OF RUBBER;number;6767604.00;0.00
General First Unit of Quantity;4011;1991;11;NEW PNEUMATIC TIRES, OF RUBBER;number;8066173.00;0.00
General First Unit of Quantity;4011;1992;11;NEW PNEUMATIC TIRES, OF RUBBER;number;8002215.00;0.00
General First Unit of Quantity;4011;1993;11;NEW PNEUMATIC TIRES, OF RUBBER;number;7553984.00;0.00
General First Unit of Quantity;4011;1994;11;NEW PNEUMATIC TIRES, OF RUBBER;number;9887728.00;0.00
General First Unit of Quantity;4011;1995;11;NEW PNEUMATIC TIRES, OF RUBBER;number;9264629.00;0.00
General First Unit of Quantity;4011;1996;11;NEW PNEUMATIC TIRES, OF RUBBER;number;8302174.00;0.00
General First Unit of Quantity;4011;1997;11;NEW PNEUMATIC TIRES, OF RUBBER;number;11556099.00;0.00
General First Unit of Quantity;4011;1998;11;NEW PNEUMATIC TIRES, OF RUBBER;number;10289808.00;0.00
General First Unit of Quantity;4011;1999;11;NEW PNEUMATIC TIRES, OF RUBBER;number;12062402.00;0.00
General First Unit of Quantity;4011;2000;11;NEW PNEUMATIC TIRES, OF RUBBER;number;10726441.00;0.00
General First Unit of Quantity;4011;2001;11;NEW PNEUMATIC TIRES, OF RUBBER;number;9843303.00;0.00
General First Unit of Quantity;4011;2002;11;NEW PNEUMATIC TIRES, OF RUBBER;number;11309655.00;0.00
General First Unit of Quantity;4011;2003;11;NEW PNEUMATIC TIRES, OF RUBBER;number;11927495.00;0.00
General First Unit of Quantity;4011;2004;11;NEW PNEUMATIC TIRES, OF RUBBER;number;14619494.00;0.00
General First Unit of Quantity;4011;2005;11;NEW PNEUMATIC TIRES, OF RUBBER;number;14492018.00;0.00
General First Unit of Quantity;4011;2006;11;NEW PNEUMATIC TIRES, OF RUBBER;number;15503721.00;0.00
General First Unit of Quantity;4011;2007;11;NEW PNEUMATIC TIRES, OF RUBBER;number;16889769.00;0.00
General First Unit of Quantity;4011;2008;11;NEW PNEUMATIC TIRES, OF RUBBER;number;14960921.00;0.00
General First Unit of Quantity;4011;2009;11;NEW PNEUMATIC TIRES, OF RUBBER;number;12513604.00;0.00
General First Unit of Quantity;4011;2010;11;NEW PNEUMATIC TIRES, OF RUBBER;number;16880123.00;0.00
General First Unit of Quantity;4011;2011;11;NEW PNEUMATIC TIRES, OF RUBBER;number;15783657.00;0.00
General First Unit of Quantity;4011;2012;11;NEW PNEUMATIC TIRES, OF RUBBER;number;16547535.00;0.00
General First Unit of Quantity;4011;2013;11;NEW PNEUMATIC TIRES, OF RUBBER;number;18357498.00;0.00
General First Unit of Quantity;4011;2014;11;NEW PNEUMATIC TIRES, OF RUBBER;number;18681979.00;0.00
General First Unit of Quantity;4011;2015;11;NEW PNEUMATIC TIRES, OF RUBBER;number;19417832.00;0.00
General First Unit of Quantity;4011;2016;11;NEW PNEUMATIC TIRES, OF RUBBER;number;20148642.00;0.00
General First Unit of Quantity;4011;2017;11;NEW PNEUMATIC TIRES, OF RUBBER;number;19968911.00;0.00
General First Unit of Quantity;4011;2018;11;NEW PNEUMATIC TIRES, OF RUBBER;number;21375981.00;0.00
General First Unit of Quantity;4011;2019;11;NEW PNEUMATIC TIRES, OF RUBBER;number;19389935.00;0.00
General First Unit of Quantity;4011;2020;11;NEW PNEUMATIC TIRES, OF RUBBER;number;23939478.00;0.00
General First Unit of Quantity;4011;2021;11;NEW PNEUMATIC TIRES, OF RUBBER;number;22226911.00;0.00
General First Unit of Quantity;4011;2022;11;NEW PNEUMATIC TIRES, OF RUBBER;number;18718871.00;0.00
General First Unit of Quantity;4011;2023;11;NEW PNEUMATIC TIRES, OF RUBBER;number;22516910.00;0.00
General First Unit of Quantity;4011;2024;11;NEW PNEUMATIC TIRES, OF RUBBER;number;22508653.00;0.00
General First Unit of Quantity;4011;2025;11;NEW PNEUMATIC TIRES, OF RUBBER;number;23200876.00;0.00
General First Unit of Quantity;4011;1989;12;NEW PNEUMATIC TIRES, OF RUBBER;number;7461120.00;0.00
General First Unit of Quantity;4011;1990;12;NEW PNEUMATIC TIRES, OF RUBBER;number;7142798.00;0.00
General First Unit of Quantity;4011;1991;12;NEW PNEUMATIC TIRES, OF RUBBER;number;8985847.00;0.00
General First Unit of Quantity;4011;1992;12;NEW PNEUMATIC TIRES, OF RUBBER;number;9104857.00;0.00
General First Unit of Quantity;4011;1993;12;NEW PNEUMATIC TIRES, OF RUBBER;number;7560445.00;0.00
General First Unit of Quantity;4011;1994;12;NEW PNEUMATIC TIRES, OF RUBBER;number;9333844.00;0.00
General First Unit of Quantity;4011;1995;12;NEW PNEUMATIC TIRES, OF RUBBER;number;8180690.00;0.00
General First Unit of Quantity;4011;1996;12;NEW PNEUMATIC TIRES, OF RUBBER;number;8762761.00;0.00
General First Unit of Quantity;4011;1997;12;NEW PNEUMATIC TIRES, OF RUBBER;number;10397593.00;0.00
General First Unit of Quantity;4011;1998;12;NEW PNEUMATIC TIRES, OF RUBBER;number;11670897.00;0.00
General First Unit of Quantity;4011;1999;12;NEW PNEUMATIC TIRES, OF RUBBER;number;11487901.00;0.00
General First Unit of Quantity;4011;2000;12;NEW PNEUMATIC TIRES, OF RUBBER;number;9642187.00;0.00
General First Unit of Quantity;4011;2001;12;NEW PNEUMATIC TIRES, OF RUBBER;number;9334488.00;0.00
General First Unit of Quantity;4011;2002;12;NEW PNEUMATIC TIRES, OF RUBBER;number;13347146.00;0.00
General First Unit of Quantity;4011;2003;12;NEW PNEUMATIC TIRES, OF RUBBER;number;13777787.00;0.00
General First Unit of Quantity;4011;2004;12;NEW PNEUMATIC TIRES, OF RUBBER;number;15403981.00;0.00
General First Unit of Quantity;4011;2005;12;NEW PNEUMATIC TIRES, OF RUBBER;number;15205102.00;0.00
General First Unit of Quantity;4011;2006;12;NEW PNEUMATIC TIRES, OF RUBBER;number;15346491.00;0.00
General First Unit of Quantity;4011;2007;12;NEW PNEUMATIC TIRES, OF RUBBER;number;16349399.00;0.00
General First Unit of Quantity;4011;2008;12;NEW PNEUMATIC TIRES, OF RUBBER;number;13726660.00;0.00
General First Unit of Quantity;4011;2009;12;NEW PNEUMATIC TIRES, OF RUBBER;number;13907921.00;0.00
General First Unit of Quantity;4011;2010;12;NEW PNEUMATIC TIRES, OF RUBBER;number;16883915.00;0.00
General First Unit of Quantity;4011;2011;12;NEW PNEUMATIC TIRES, OF RUBBER;number;15739380.00;0.00
General First Unit of Quantity;4011;2012;12;NEW PNEUMATIC TIRES, OF RUBBER;number;15872263.00;0.00
General First Unit of Quantity;4011;2013;12;NEW PNEUMATIC TIRES, OF RUBBER;number;18220856.00;0.00
General First Unit of Quantity;4011;2014;12;NEW PNEUMATIC TIRES, OF RUBBER;number;17177283.00;0.00
General First Unit of Quantity;4011;2015;12;NEW PNEUMATIC TIRES, OF RUBBER;number;19316605.00;0.00
General First Unit of Quantity;4011;2016;12;NEW PNEUMATIC TIRES, OF RUBBER;number;20943091.00;0.00
General First Unit of Quantity;4011;2017;12;NEW PNEUMATIC TIRES, OF RUBBER;number;19572922.00;0.00
General First Unit of Quantity;4011;2018;12;NEW PNEUMATIC TIRES, OF RUBBER;number;23302523.00;0.00
General First Unit of Quantity;4011;2019;12;NEW PNEUMATIC TIRES, OF RUBBER;number;20589288.00;0.00
General First Unit of Quantity;4011;2020;12;NEW PNEUMATIC TIRES, OF RUBBER;number;24587284.00;0.00
General First Unit of Quantity;4011;2021;12;NEW PNEUMATIC TIRES, OF RUBBER;number;23991619.00;0.00
General First Unit of Quantity;4011;2022;12;NEW PNEUMATIC TIRES, OF RUBBER;number;18591967.00;0.00
General First Unit of Quantity;4011;2023;12;NEW PNEUMATIC TIRES, OF RUBBER;number;22605642.00;0.00
General First Unit of Quantity;4011;2024;12;NEW PNEUMATIC TIRES, OF RUBBER;number;22645015.00;0.00
General First Unit of Quantity;4011;2025;12;NEW PNEUMATIC TIRES, OF RUBBER;number;23166479.00;0.00
;;;;;;;
;;;;;;;
Data Type;HTS Number;Year;Month;Description;Quantity Description;General Second Unit of Quantity;Suppressed
;;;;;;;
;;;;;;;
Data Type;HTS Number;Year;Month;Description;Quantity Description;General Customs Value;
General Customs Value;4011;1989;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;196228722.00;
General Customs Value;4011;1990;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;229654368.00;
General Customs Value;4011;1991;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;177110155.00;
General Customs Value;4011;1992;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;184375958.00;
General Customs Value;4011;1993;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;184292460.00;
General Customs Value;4011;1994;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;210271168.00;
General Customs Value;4011;1995;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;241617786.00;
General Customs Value;4011;1996;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;230149349.00;
General Customs Value;4011;1997;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;232385749.00;
General Customs Value;4011;1998;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;276825416.00;
General Customs Value;4011;1999;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;301001039.00;
General Customs Value;4011;2000;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;396108594.00;
General Customs Value;4011;2001;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;321086815.00;
General Customs Value;4011;2002;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;320566473.00;
General Customs Value;4011;2003;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;404105065.00;
General Customs Value;4011;2004;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;426126330.00;
General Customs Value;4011;2005;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;538695844.00;
General Customs Value;4011;2006;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;677502400.00;
General Customs Value;4011;2007;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;735461831.00;
General Customs Value;4011;2008;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;746656242.00;
General Customs Value;4011;2009;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;595927809.00;
General Customs Value;4011;2010;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;666987903.00;
General Customs Value;4011;2011;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;939201683.00;
General Customs Value;4011;2012;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1184981910.00;
General Customs Value;4011;2013;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1171470341.00;
General Customs Value;4011;2014;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1138163344.00;
General Customs Value;4011;2015;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1083492999.00;
General Customs Value;4011;2016;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1029436051.00;
General Customs Value;4011;2017;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1073587090.00;
General Customs Value;4011;2018;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1158181935.00;
General Customs Value;4011;2019;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1260923023.00;
General Customs Value;4011;2020;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1145027009.00;
General Customs Value;4011;2021;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1268183564.00;
General Customs Value;4011;2022;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1383098446.00;
General Customs Value;4011;2023;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1434768216.00;
General Customs Value;4011;2024;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1563295644.00;
General Customs Value;4011;2025;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1554978445.00;
General Customs Value;4011;2026;1;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1441163408.00;
General Customs Value;4011;1989;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;196216519.00;
General Customs Value;4011;1990;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;195093062.00;
General Customs Value;4011;1991;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;187973438.00;
General Customs Value;4011;1992;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;174908625.00;
General Customs Value;4011;1993;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;185486380.00;
General Customs Value;4011;1994;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;213957159.00;
General Customs Value;4011;1995;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;228438305.00;
General Customs Value;4011;1996;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;240843110.00;
General Customs Value;4011;1997;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;251780017.00;
General Customs Value;4011;1998;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;292786289.00;
General Customs Value;4011;1999;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;335480002.00;
General Customs Value;4011;2000;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;383723349.00;
General Customs Value;4011;2001;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;297154672.00;
General Customs Value;4011;2002;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;338911742.00;
General Customs Value;4011;2003;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;378554429.00;
General Customs Value;4011;2004;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;423704615.00;
General Customs Value;4011;2005;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;536064127.00;
General Customs Value;4011;2006;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;608065260.00;
General Customs Value;4011;2007;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;643799611.00;
General Customs Value;4011;2008;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;737330121.00;
